sym,date,whale_time,hour,bar_k,entry,whale_low,whale_high,spike,pace,clv,rng_x,new_high,above_vwap,lifting,confirmed,rsi,pattern,score,room_pct,breakout,trend,near_low,atr5_pct,atr5_abs,atr_d_pct,v3,first_of_day,fill,slip_pct,mfe_d0,mae_d0,close_d0,mfe_d1,close_d1,stoppct_whale,o_d0_t0.5_whale,p_d0_t0.5_whale,o_d1_t0.5_whale,p_d1_t0.5_whale,o_d0_t1.0_whale,p_d0_t1.0_whale,o_d1_t1.0_whale,p_d1_t1.0_whale,o_d0_t1.5_whale,p_d0_t1.5_whale,o_d1_t1.5_whale,p_d1_t1.5_whale,o_d0_t2.0_whale,p_d0_t2.0_whale,o_d1_t2.0_whale,p_d1_t2.0_whale,stoppct_p05,o_d0_t0.5_p05,p_d0_t0.5_p05,o_d1_t0.5_p05,p_d1_t0.5_p05,o_d0_t1.0_p05,p_d0_t1.0_p05,o_d1_t1.0_p05,p_d1_t1.0_p05,o_d0_t1.5_p05,p_d0_t1.5_p05,o_d1_t1.5_p05,p_d1_t1.5_p05,o_d0_t2.0_p05,p_d0_t2.0_p05,o_d1_t2.0_p05,p_d1_t2.0_p05,stoppct_p10,o_d0_t0.5_p10,p_d0_t0.5_p10,o_d1_t0.5_p10,p_d1_t0.5_p10,o_d0_t1.0_p10,p_d0_t1.0_p10,o_d1_t1.0_p10,p_d1_t1.0_p10,o_d0_t1.5_p10,p_d0_t1.5_p10,o_d1_t1.5_p10,p_d1_t1.5_p10,o_d0_t2.0_p10,p_d0_t2.0_p10,o_d1_t2.0_p10,p_d1_t2.0_p10,stoppct_p20,o_d0_t0.5_p20,p_d0_t0.5_p20,o_d1_t0.5_p20,p_d1_t0.5_p20,o_d0_t1.0_p20,p_d0_t1.0_p20,o_d1_t1.0_p20,p_d1_t1.0_p20,o_d0_t1.5_p20,p_d0_t1.5_p20,o_d1_t1.5_p20,p_d1_t1.5_p20,o_d0_t2.0_p20,p_d0_t2.0_p20,o_d1_t2.0_p20,p_d1_t2.0_p20,stoppct_atr1,o_d0_t0.5_atr1,p_d0_t0.5_atr1,o_d1_t0.5_atr1,p_d1_t0.5_atr1,o_d0_t1.0_atr1,p_d0_t1.0_atr1,o_d1_t1.0_atr1,p_d1_t1.0_atr1,o_d0_t1.5_atr1,p_d0_t1.5_atr1,o_d1_t1.5_atr1,p_d1_t1.5_atr1,o_d0_t2.0_atr1,p_d0_t2.0_atr1,o_d1_t2.0_atr1,p_d1_t2.0_atr1
AVGO,2026-08-13,14:45,14,63,421.17,420.07,421.79,2.08,1.07,0.57,2.61,False,False,False,False,43.8,بدون,46,0.89,False,True,False,0.147,0.6158730643136161,3.83,False,False,421.11,-0.01,0.13,-0.95,-0.77,0.13,-6.66,0.46,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,2.0,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,none,-0.77,stop,-2.17,0.15,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13
TSLA,2026-08-13,14:45,14,63,339.5,338.35,339.8,2.72,1.09,0.82,2.4,True,True,True,True,75.2,قاعدة,79,990.0,True,False,False,0.182,0.6170327322823661,3.35,False,False,339.51,0.0,0.63,-0.32,0.17,3.46,0.83,0.54,target,0.5,target,0.5,none,0.17,target,1.0,none,0.17,target,1.5,none,0.17,target,2.0,0.5,target,0.5,target,0.5,none,0.17,target,1.0,none,0.17,target,1.5,none,0.17,target,2.0,1.0,target,0.5,target,0.5,none,0.17,target,1.0,none,0.17,target,1.5,none,0.17,target,2.0,2.0,target,0.5,target,0.5,none,0.17,target,1.0,none,0.17,target,1.5,none,0.17,target,2.0,0.18,target,0.5,target,0.5,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18
LULU,2026-08-13,14:55,15,65,120.42,119.81,120.05,2.17,1.33,1.0,0.98,True,True,False,True,59.0,قاعدة,81,2.04,False,False,False,0.219,0.2621421813964844,3.36,False,False,120.42,-0.0,0.31,-0.85,-0.72,0.31,-0.69,0.71,stop,-0.7,stop,-0.7,stop,-0.7,stop,-0.7,stop,-0.7,stop,-0.7,stop,-0.7,stop,-0.7,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,-0.72,stop,-1.09,none,-0.72,stop,-1.09,none,-0.72,stop,-1.09,none,-0.72,stop,-1.09,2.0,none,-0.72,stop,-2.0,none,-0.72,stop,-2.0,none,-0.72,stop,-2.0,none,-0.72,stop,-2.0,0.22,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21
CRM,2026-08-13,15:00,15,66,199.78,198.82,200.14,4.2,1.94,0.83,1.2,False,True,False,True,70.9,بدون,100,1.61,False,True,False,0.722,1.4445887974330358,4.38,False,False,199.79,0.01,0.96,-0.35,0.77,2.3,-1.8,0.68,target,0.49,target,0.49,none,0.77,target,1.48,none,0.77,target,1.49,none,0.77,target,1.99,0.5,target,0.49,target,0.49,none,0.77,target,1.48,none,0.77,target,1.49,none,0.77,target,1.99,1.0,target,0.49,target,0.49,none,0.77,target,1.48,none,0.77,target,1.49,none,0.77,target,1.99,2.0,target,0.49,target,0.49,none,0.77,target,1.48,none,0.77,target,1.49,none,0.77,target,1.99,0.72,target,0.49,target,0.49,none,0.77,target,1.48,none,0.77,target,1.49,none,0.77,target,1.99
INTU,2026-08-13,15:00,15,66,355.2,352.76,355.18,4.88,1.49,1.0,1.6,True,True,True,True,88.7,بدون,90,990.0,True,True,False,0.552,1.955718994140625,4.34,False,False,355.24,0.01,1.65,-0.26,0.86,1.86,-2.67,0.89,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,0.86,stop,-0.9,0.5,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,0.86,stop,-0.51,1.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,0.86,stop,-1.01,2.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,0.86,stop,-2.01,0.55,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,0.86,stop,-0.56
ADBE,2026-08-13,15:10,15,68,267.78,267.32,268.68,2.36,1.15,0.68,1.03,False,True,False,False,81.5,بدون,61,0.45,False,True,False,0.633,1.6971806117466517,4.86,False,False,267.82,0.01,1.52,-0.0,1.0,2.09,-1.41,0.37,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,1.0,target,2.02,0.5,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,1.0,target,2.02,1.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,1.0,target,2.02,2.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,1.0,target,2.02,0.63,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,none,1.0,target,2.02
LIN,2026-08-13,15:15,15,69,476.84,475.76,477.05,2.25,1.12,0.89,2.56,False,False,False,False,31.7,بدون,56,1.35,False,False,True,0.097,0.46295166015625,2.38,False,True,476.8,-0.01,0.33,-0.12,0.3,1.4,1.26,0.43,none,0.3,target,0.51,none,0.3,target,1.01,none,0.3,none,1.26,none,0.3,none,1.26,0.5,none,0.3,target,0.51,none,0.3,target,1.01,none,0.3,none,1.26,none,0.3,none,1.26,1.0,none,0.3,target,0.51,none,0.3,target,1.01,none,0.3,none,1.26,none,0.3,none,1.26,2.0,none,0.3,target,0.51,none,0.3,target,1.01,none,0.3,none,1.26,none,0.3,none,1.26,0.1,stop,-0.09,stop,-0.09,stop,-0.09,stop,-0.09,stop,-0.09,stop,-0.09,stop,-0.09,stop,-0.09
MRK,2026-08-13,15:15,15,69,134.71,134.65,134.84,2.36,1.25,0.65,0.98,False,True,False,False,50.9,بدون,62,0.17,False,True,False,0.151,0.20282854352678573,2.44,False,False,134.7,-0.01,0.73,-0.24,0.66,0.94,0.85,0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,0.5,target,0.51,target,0.51,none,0.66,stop,-0.49,none,0.66,stop,-0.49,none,0.66,stop,-0.49,1.0,target,0.51,target,0.51,none,0.66,none,0.85,none,0.66,none,0.85,none,0.66,none,0.85,2.0,target,0.51,target,0.51,none,0.66,none,0.85,none,0.66,none,0.85,none,0.66,none,0.85,0.15,stop,-0.14,stop,-0.14,stop,-0.14,stop,-0.14,stop,-0.14,stop,-0.14,stop,-0.14,stop,-0.14
EMR,2026-08-13,15:20,15,70,163.31,163.21,163.48,3.8,1.16,1.0,1.74,True,True,True,False,69.8,قاعدة,98,0.81,False,True,False,0.093,0.15142822265625,3.12,False,False,163.3,-0.01,0.66,-0.01,0.56,0.92,-0.1,0.26,target,0.51,target,0.51,none,0.56,stop,-0.26,none,0.56,stop,-0.26,none,0.56,stop,-0.26,0.5,target,0.51,target,0.51,none,0.56,stop,-0.49,none,0.56,stop,-0.49,none,0.56,stop,-0.49,1.0,target,0.51,target,0.51,none,0.56,none,-0.1,none,0.56,none,-0.1,none,0.56,none,-0.1,2.0,target,0.51,target,0.51,none,0.56,none,-0.1,none,0.56,none,-0.1,none,0.56,none,-0.1,0.09,target,0.51,target,0.51,none,0.56,stop,-0.09,none,0.56,stop,-0.09,none,0.56,stop,-0.09
AMAT,2026-08-14,09:40,9,2,515.47,513.39,520.24,3.08,4.59,0.62,1.67,False,True,False,False,16.4,بدون,84,9.37,False,False,False,1.247,6.429689679827009,6.59,False,True,515.51,0.01,0.77,-2.42,-1.63,4.71,3.81,0.6,target,0.49,target,0.49,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,0.5,target,0.49,target,0.49,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,1.25,target,0.49,target,0.49,stop,-1.26,stop,-1.26,stop,-1.26,stop,-1.26,stop,-1.26,stop,-1.26
AMD,2026-08-14,09:40,9,2,495.17,487.82,496.81,5.31,1.07,0.94,4.8,True,True,True,True,51.9,بدون,84,0.57,False,False,False,0.475,2.3231353759765625,7.07,False,True,495.23,0.01,3.92,-0.04,3.86,4.46,2.19,1.68,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,0.5,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,1.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,2.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,0.47,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99
COP,2026-08-14,09:40,9,2,126.84,126.2,126.74,2.42,1.26,1.0,2.06,True,True,True,True,77.6,بدون,70,990.0,True,True,False,0.299,0.3771427699497768,3.09,False,True,126.85,0.01,0.43,-0.5,-0.06,0.8,0.58,0.7,none,-0.06,stop,-0.71,none,-0.06,stop,-0.71,none,-0.06,stop,-0.71,none,-0.06,stop,-0.71,0.5,none,-0.06,stop,-0.55,none,-0.06,stop,-0.55,none,-0.06,stop,-0.55,none,-0.06,stop,-0.55,1.0,none,-0.06,stop,-1.01,none,-0.06,stop,-1.01,none,-0.06,stop,-1.01,none,-0.06,stop,-1.01,2.0,none,-0.06,target,0.49,none,-0.06,none,0.58,none,-0.06,none,0.58,none,-0.06,none,0.58,0.3,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31
CVX,2026-08-14,09:40,9,2,200.18,199.63,200.14,7.71,1.9,0.9,1.76,True,True,True,True,83.2,بدون,95,990.0,True,True,False,0.192,0.3828059605189732,2.52,False,True,200.16,-0.01,0.73,-0.22,-0.08,1.76,1.27,0.47,target,0.51,target,0.51,none,-0.08,target,1.01,none,-0.08,target,1.51,none,-0.08,none,1.27,0.5,target,0.51,target,0.51,none,-0.08,target,1.01,none,-0.08,target,1.51,none,-0.08,none,1.27,1.0,target,0.51,target,0.51,none,-0.08,target,1.01,none,-0.08,target,1.51,none,-0.08,none,1.27,2.0,target,0.51,target,0.51,none,-0.08,target,1.01,none,-0.08,target,1.51,none,-0.08,none,1.27,0.19,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18
HAL,2026-08-14,09:40,9,2,33.83,33.51,33.74,2.75,1.98,0.82,3.11,True,True,True,True,82.2,بدون,83,990.0,True,False,False,0.306,0.10285704476492745,2.82,False,True,33.83,0.0,2.19,-0.01,1.73,2.93,2.72,1.14,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.5,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.3,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0
MU,2026-08-14,09:40,9,2,974.37,958.62,972.0,3.88,1.15,0.94,2.8,False,True,False,True,53.3,بدون,85,0.99,False,False,False,0.653,6.284537179129464,8.25,False,True,974.21,-0.02,0.97,-1.84,-0.15,6.36,3.84,1.81,target,0.52,target,0.52,stop,-1.8,stop,-1.8,stop,-1.8,stop,-1.8,stop,-1.8,stop,-1.8,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,target,0.52,target,0.52,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,2.0,target,0.52,target,0.52,none,-0.15,target,2.51,none,-0.15,target,2.51,none,-0.15,target,2.51,0.64,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63
TSLA,2026-08-14,09:40,9,2,348.29,345.11,347.8,2.94,1.94,0.9,2.44,True,True,True,True,84.9,بدون,85,990.0,True,False,False,0.397,1.3756103515625,3.23,False,True,348.33,0.01,0.84,-3.73,-1.73,0.84,-2.58,1.11,target,0.49,target,0.49,stop,-1.12,stop,-1.12,stop,-1.12,stop,-1.12,stop,-1.12,stop,-1.12,0.5,target,0.49,target,0.49,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.39,target,0.49,target,0.49,stop,-0.41,stop,-0.41,stop,-0.41,stop,-0.41,stop,-0.41,stop,-0.41
ETN,2026-08-14,09:45,9,3,453.48,450.75,453.22,2.71,1.16,1.0,2.26,False,True,False,True,23.6,بدون,72,0.99,False,True,False,0.293,1.3236934116908483,4.26,False,True,453.25,-0.05,0.75,-0.8,-0.38,1.26,0.51,0.8,target,0.55,target,0.55,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,0.5,target,0.55,target,0.55,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,1.0,target,0.55,target,0.55,none,-0.38,target,1.26,none,-0.38,none,0.51,none,-0.38,none,0.51,2.0,target,0.55,target,0.55,none,-0.38,target,1.26,none,-0.38,none,0.51,none,-0.38,none,0.51,0.29,target,0.55,target,0.55,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24
LRCX,2026-08-14,09:45,9,3,339.92,338.31,342.0,2.22,1.24,0.57,2.29,True,True,False,False,50.8,بدون,60,1.53,False,True,False,0.545,1.8470284598214286,7.19,False,True,339.68,-0.07,0.08,-3.85,-2.19,1.65,1.25,0.67,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,0.5,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,1.0,stop,-0.93,stop,-0.93,stop,-0.93,stop,-0.93,stop,-0.93,stop,-0.93,stop,-0.93,stop,-0.93,2.0,stop,-1.93,stop,-1.93,stop,-1.93,stop,-1.93,stop,-1.93,stop,-1.93,stop,-1.93,stop,-1.93,0.54,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47
AVGO,2026-08-14,09:50,9,4,399.91,397.75,401.56,6.18,2.22,0.9,2.36,False,False,False,False,6.3,بدون,90,6.25,False,True,False,0.572,2.2830679757254466,3.81,False,True,399.65,-0.07,0.54,-2.79,-1.65,0.54,-1.8,0.74,stop,-0.67,stop,-0.67,stop,-0.67,stop,-0.67,stop,-0.67,stop,-0.67,stop,-0.67,stop,-0.67,0.5,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,1.0,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,2.0,stop,-1.94,stop,-1.94,stop,-1.94,stop,-1.94,stop,-1.94,stop,-1.94,stop,-1.94,stop,-1.94,0.57,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51
CRWD,2026-08-14,09:55,10,5,219.76,220.12,221.87,2.38,1.11,0.93,1.67,False,False,False,False,21.6,بدون,58,3.52,False,True,False,0.552,1.2148219517299108,4.0,False,True,219.62,-0.06,0.98,-1.44,-1.23,0.98,-2.6,0.04,stop,0.03,stop,0.03,stop,0.03,stop,0.03,stop,0.03,stop,0.03,stop,0.03,stop,0.03,0.5,target,0.56,target,0.56,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,1.0,target,0.56,target,0.56,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,2.0,target,0.56,target,0.56,none,-1.23,stop,-1.94,none,-1.23,stop,-1.94,none,-1.23,stop,-1.94,0.55,target,0.56,target,0.56,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49
MDT,2026-08-14,10:05,10,7,90.93,90.63,90.91,3.16,1.19,0.86,1.26,False,True,False,True,49.2,بدون,78,0.75,False,True,False,0.315,0.28607177734375,2.53,False,True,90.93,0.01,1.16,-0.05,0.35,1.16,-0.37,0.53,target,0.49,target,0.49,target,0.99,target,0.99,none,0.35,stop,-0.53,none,0.35,stop,-0.53,0.5,target,0.49,target,0.49,target,0.99,target,0.99,none,0.35,stop,-0.51,none,0.35,stop,-0.51,1.0,target,0.49,target,0.49,target,0.99,target,0.99,none,0.35,none,-0.37,none,0.35,none,-0.37,2.0,target,0.49,target,0.49,target,0.99,target,0.99,none,0.35,none,-0.37,none,0.35,none,-0.37,0.31,target,0.49,target,0.49,target,0.99,target,0.99,none,0.35,stop,-0.32,none,0.35,stop,-0.32
ADI,2026-08-14,10:10,10,8,386.06,385.74,387.56,2.07,1.06,1.0,1.51,True,True,True,False,67.3,بدون,68,0.79,False,True,False,0.352,1.3579646519252233,3.44,False,True,386.0,-0.02,0.89,-0.97,0.88,2.84,1.1,0.28,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,target,0.52,target,0.52,none,0.88,target,1.38,none,0.88,target,1.52,none,0.88,target,2.02,2.0,target,0.52,target,0.52,none,0.88,target,1.38,none,0.88,target,1.52,none,0.88,target,2.02,0.35,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34
PG,2026-08-14,10:15,10,9,144.1,143.5,144.1,2.45,1.09,0.98,2.21,False,True,False,True,26.1,بدون,68,1.0,False,False,False,0.226,0.32429395403180805,2.41,False,True,144.09,-0.01,0.57,-0.36,0.32,0.57,-0.66,0.62,target,0.51,target,0.51,none,0.32,stop,-0.61,none,0.32,stop,-0.61,none,0.32,stop,-0.61,0.5,target,0.51,target,0.51,none,0.32,stop,-0.49,none,0.32,stop,-0.49,none,0.32,stop,-0.49,1.0,target,0.51,target,0.51,none,0.32,stop,-0.99,none,0.32,stop,-0.99,none,0.32,stop,-0.99,2.0,target,0.51,target,0.51,none,0.32,none,-0.66,none,0.32,none,-0.66,none,0.32,none,-0.66,0.23,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21
CDNS,2026-08-14,10:25,10,11,322.88,320.7,322.42,3.98,2.34,0.78,1.36,False,True,False,True,37.9,بدون,100,1.67,False,False,True,0.475,1.5258571079799108,3.9,False,True,322.88,0.0,1.24,0.0,0.6,3.28,0.18,0.87,target,0.5,target,0.5,target,1.0,target,1.0,none,0.6,target,1.5,none,0.6,target,2.0,0.5,target,0.5,target,0.5,target,1.0,target,1.0,none,0.6,target,1.5,none,0.6,target,2.0,1.0,target,0.5,target,0.5,target,1.0,target,1.0,none,0.6,target,1.5,none,0.6,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,none,0.6,target,1.5,none,0.6,target,2.0,0.47,target,0.5,target,0.5,target,1.0,target,1.0,none,0.6,target,1.5,none,0.6,target,2.0
TXN,2026-08-14,10:30,10,12,278.16,276.62,277.43,2.12,1.4,0.67,0.68,False,True,False,True,59.1,بدون,66,0.76,False,False,False,0.53,1.4684884207589286,3.83,False,True,278.18,0.01,0.7,-1.06,0.52,2.89,1.69,0.75,stop,-0.76,stop,-0.76,stop,-0.76,stop,-0.76,stop,-0.76,stop,-0.76,stop,-0.76,stop,-0.76,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,none,0.52,target,0.99,none,0.52,target,1.49,none,0.52,target,1.99,0.53,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54
SLB,2026-08-14,10:35,10,13,53.6,53.62,53.79,3.03,1.11,0.66,0.9,True,True,False,False,82.7,بدون,68,990.0,True,True,False,0.463,0.24866458347865514,3.27,False,True,53.6,-0.01,0.73,-0.39,0.32,0.76,0.54,0.16,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,0.5,target,0.51,target,0.51,none,0.32,stop,-0.49,none,0.32,stop,-0.49,none,0.32,stop,-0.49,1.0,target,0.51,target,0.51,none,0.32,none,0.54,none,0.32,none,0.54,none,0.32,none,0.54,2.0,target,0.51,target,0.51,none,0.32,none,0.54,none,0.32,none,0.54,none,0.32,none,0.54,0.46,target,0.51,target,0.51,none,0.32,stop,-0.45,none,0.32,stop,-0.45,none,0.32,stop,-0.45
SYK,2026-08-14,10:35,10,13,338.19,337.18,338.5,2.07,2.32,0.8,0.99,False,True,False,False,41.0,بدون,79,1.81,False,True,False,0.481,1.6249956403459822,3.28,False,True,338.19,0.0,0.98,0.0,0.14,0.98,-1.93,0.5,target,0.5,target,0.5,none,0.14,stop,-0.5,none,0.14,stop,-0.5,none,0.14,stop,-0.5,0.5,target,0.5,target,0.5,none,0.14,stop,-0.5,none,0.14,stop,-0.5,none,0.14,stop,-0.5,1.0,target,0.5,target,0.5,none,0.14,stop,-1.0,none,0.14,stop,-1.0,none,0.14,stop,-1.0,2.0,target,0.5,target,0.5,none,0.14,stop,-2.0,none,0.14,stop,-2.0,none,0.14,stop,-2.0,0.48,target,0.5,target,0.5,none,0.14,stop,-0.48,none,0.14,stop,-0.48,none,0.14,stop,-0.48
UNP,2026-08-14,10:55,11,17,298.88,298.4,298.89,3.44,1.39,0.8,0.67,False,False,False,False,45.2,بدون,74,0.59,False,True,False,0.232,0.6940416608537946,1.98,False,True,299.06,0.06,0.01,-1.98,-1.77,1.25,0.29,0.36,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,0.5,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,1.0,stop,-1.06,stop,-1.06,stop,-1.06,stop,-1.06,stop,-1.06,stop,-1.06,stop,-1.06,stop,-1.06,2.0,none,-1.77,target,0.44,none,-1.77,target,0.94,none,-1.77,none,0.29,none,-1.77,none,0.29,0.23,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29
MDT,2026-08-14,11:00,11,18,91.3,91.02,91.35,2.7,1.47,0.73,1.21,False,True,False,True,56.6,بدون,74,0.1,False,True,False,0.258,0.23496409824916295,2.53,False,False,91.31,0.01,0.74,-0.27,-0.07,0.74,-0.78,0.51,target,0.49,target,0.49,none,-0.07,stop,-0.52,none,-0.07,stop,-0.52,none,-0.07,stop,-0.52,0.5,target,0.49,target,0.49,none,-0.07,stop,-0.51,none,-0.07,stop,-0.51,none,-0.07,stop,-0.51,1.0,target,0.49,target,0.49,none,-0.07,stop,-1.01,none,-0.07,stop,-1.01,none,-0.07,stop,-1.01,2.0,target,0.49,target,0.49,none,-0.07,none,-0.78,none,-0.07,none,-0.78,none,-0.07,none,-0.78,0.26,target,0.49,target,0.49,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27
AZO,2026-08-14,11:10,11,20,3019.41,3020.7,3024.96,6.8,1.02,0.52,0.41,False,True,False,False,42.0,بدون,77,1.34,False,False,False,0.257,7.748744419642857,2.76,False,True,3019.79,0.01,1.13,-0.0,0.15,2.4,-0.02,0.16,target,0.49,target,0.49,target,0.99,target,0.99,none,0.15,stop,-0.17,none,0.15,stop,-0.17,0.5,target,0.49,target,0.49,target,0.99,target,0.99,none,0.15,stop,-0.51,none,0.15,stop,-0.51,1.0,target,0.49,target,0.49,target,0.99,target,0.99,none,0.15,target,1.49,none,0.15,target,1.99,2.0,target,0.49,target,0.49,target,0.99,target,0.99,none,0.15,target,1.49,none,0.15,target,1.99,0.26,target,0.49,target,0.49,target,0.99,target,0.99,none,0.15,stop,-0.27,none,0.15,stop,-0.27
